,J1,J2,J3,J4,J5,J6
1926,-2.3406012058258057,-1.343422770500183,-2.0738017559051514,-0.00405275821685791,1.737591028213501,-0.1282828152179718
1927,-2.3406193256378174,-1.3437297344207764,-2.073843240737915,-0.0030248165130615234,1.7374267578125,-0.1279519945383072
1928,-2.340636968612671,-1.3440361022949219,-2.073885202407837,-0.001996755599975586,1.7372620105743408,-0.127621129155159
1929,-2.3406546115875244,-1.3443418741226196,-2.0739262104034424,-0.0009704828262329102,1.7370967864990234,-0.12729039788246155
1930,-2.3406715393066406,-1.3446471691131592,-2.073967218399048,5.507469177246094e-05,1.7369308471679688,-0.12695960700511932
1931,-2.3406879901885986,-1.3449516296386719,-2.0740087032318115,0.0010805130004882812,1.7367643117904663,-0.12662874162197113
1932,-2.3407042026519775,-1.3452556133270264,-2.074049711227417,0.0021047592163085938,1.7365970611572266,-0.1262979656457901
1933,-2.3407201766967773,-1.345559000968933,-2.0740902423858643,0.0031279325485229492,1.7364294528961182,-0.12596718966960907
1934,-2.340735673904419,-1.3458619117736816,-2.0741312503814697,0.004151105880737305,1.7362611293792725,-0.12563638389110565
1935,-2.3407504558563232,-1.3461641073226929,-2.074171781539917,0.005173087120056152,1.7360919713974,-0.12530559301376343
1936,-2.3407652378082275,-1.3464655876159668,-2.0742123126983643,0.006193876266479492,1.7359228134155273,-0.12497487664222717
1937,-2.3407795429229736,-1.3467668294906616,-2.0742528438568115,0.007214903831481934,1.7357525825500488,-0.12464409321546555
1938,-2.3407936096191406,-1.3470672369003296,-2.0742928981781006,0.008234143257141113,1.7355821132659912,-0.12431341409683228
1939,-2.3408071994781494,-1.3473671674728394,-2.0743329524993896,0.009253144264221191,1.7354109287261963,-0.12398271262645721
1940,-2.340820550918579,-1.3476665019989014,-2.074373483657837,0.010271787643432617,1.7352393865585327,-0.12365207076072693
1941,-2.3408334255218506,-1.3479652404785156,-2.0744130611419678,0.011288881301879883,1.7350670099258423,-0.12332142889499664
1942,-2.340846061706543,-1.3482632637023926,-2.0744526386260986,0.012305021286010742,1.7348942756652832,-0.12299088388681412
1943,-2.340857982635498,-1.3485608100891113,-2.0744926929473877,0.013321399688720703,1.7347205877304077,-0.12266013771295547
1944,-2.340869903564453,-1.3488578796386719,-2.0745322704315186,0.014336585998535156,1.7345467805862427,-0.12232962250709534
1945,-2.34088134765625,-1.3491544723510742,-2.0745718479156494,0.015351295471191406,1.7343721389770508,-0.1219991073012352
1946,-2.3408923149108887,-1.3494502305984497,-2.074610948562622,0.016364455223083496,1.7341969013214111,-0.1216685101389885
1947,-2.3409030437469482,-1.349745750427246,-2.0746500492095947,0.017377614974975586,1.7340211868286133,-0.12133804708719254
1948,-2.3409132957458496,-1.3500401973724365,-2.0746891498565674,0.018389463424682617,1.7338447570800781,-0.1210075169801712
1949,-2.340923547744751,-1.3503344058990479,-2.07472825050354,0.019400835037231445,1.7336682081222534,-0.12067714333534241
1950,-2.340933084487915,-1.350628137588501,-2.0747673511505127,0.020411968231201172,1.7334907054901123,-0.12034670263528824
